BAIT	id	ms_uniprot_ac	ms_unique_pep	ms_spectral_counts	names	lengths	uniprot_id	Mass
EBOV_VP35	FU000393	Q4G0J3		6	sp|Q4G0J3|LARP7_HUMAN	582	LARP7_HUMAN	64020
EBOV_VP35	FU000393	P62277		17	sp|P62277|RS13_HUMAN	151	RS13_HUMAN	16610
EBOV_VP35	FU000393	Q9BQ04		2	sp|Q9BQ04|RBM4B_HUMAN	359	RBM4B_HUMAN	39490
EBOV_VP35	FU000393	P50750		3	sp|P50750|CDK9_HUMAN	372	CDK9_HUMAN	40920
EBOV_VP35	FU000393	O43677		5	sp|O43677|NDUC1_HUMAN	76	NDUC1_HUMAN	8360
EBOV_VP35	FU000393	P09429		14	sp|P09429|HMGB1_HUMAN	215	HMGB1_HUMAN	23650
EBOV_VP35	FU000393	P05165		45	sp|P05165|PCCA_HUMAN	728	PCCA_HUMAN	80080
EBOV_VP35	FU000393	Q6DCA0		5	sp|Q6DCA0|AMERL_HUMAN	310	AMERL_HUMAN	34100
EBOV_VP35	FU000393	P62316		3	sp|P62316|SMD2_HUMAN	118	SMD2_HUMAN	12980
EBOV_VP35	FU000393	Q9NYF8		8	sp|Q9NYF8|BCLF1_HUMAN	920	BCLF1_HUMAN	101200
EBOV_VP35	FU000393	Q96B26		2	sp|Q96B26|EXOS8_HUMAN	276	EXOS8_HUMAN	30360
EBOV_VP35	FU000393	Q14247		7	sp|Q14247|SRC8_HUMAN	550	SRC8_HUMAN	60500
EBOV_VP35	FU000393	Q86VD1		1	sp|Q86VD1|MORC1_HUMAN	984	MORC1_HUMAN	108240
EBOV_VP35	FU000393	Q13523		2	sp|Q13523|PRP4B_HUMAN	1007	PRP4B_HUMAN	110770
EBOV_VP35	FU000393	Q9Y3A4		2	sp|Q9Y3A4|RRP7A_HUMAN	280	RRP7A_HUMAN	30800
EBOV_VP35	FU000393	Q12905		14	sp|Q12905|ILF2_HUMAN	390	ILF2_HUMAN	42900
EBOV_VP35	FU000393	O75569		2	sp|O75569|PRKRA_HUMAN	313	PRKRA_HUMAN	34430
EBOV_VP35	FU000393	Q5JSZ5		1	sp|Q5JSZ5|PRC2B_HUMAN	2229	PRC2B_HUMAN	245190
EBOV_VP35	FU000393	Q9Y2R5		2	sp|Q9Y2R5|RT17_HUMAN	130	RT17_HUMAN	14300
EBOV_VP35	FU000393	P32322		3	sp|P32322|P5CR1_HUMAN	319	P5CR1_HUMAN	35090
EBOV_VP35	FU000393	Q8IWS0		22	sp|Q8IWS0|PHF6_HUMAN	365	PHF6_HUMAN	40150
EBOV_VP35	FU000393	Q9H3K6		7	sp|Q9H3K6|BOLA2_HUMAN	86	BOLA2_HUMAN	9460
EBOV_VP35	FU000393	P05204		14	sp|P05204|HMGN2_HUMAN	90	HMGN2_HUMAN	9900
EBOV_VP35	FU000393	Q9H7C9		4	sp|Q9H7C9|AAMDC_HUMAN	122	AAMDC_HUMAN	13420
EBOV_VP35	FU000393	O00541		2	sp|O00541|PESC_HUMAN	588	PESC_HUMAN	64680
EBOV_VP35	FU000393	Q5VTB9		4	sp|Q5VTB9|RN220_HUMAN	566	RN220_HUMAN	62260
EBOV_VP35	FU000393	P07195		2	sp|P07195|LDHB_HUMAN	334	LDHB_HUMAN	36740
EBOV_VP35	FU000393	Q9H2U2		1	sp|Q9H2U2|IPYR2_HUMAN	334	IPYR2_HUMAN	36740
EBOV_VP35	FU000393	P62979		13	sp|P62979|RS27A_HUMAN	156	RS27A_HUMAN	17160
EBOV_VP35	FU000393	O43175		2	sp|O43175|SERA_HUMAN	533	SERA_HUMAN	58630
EBOV_VP35	FU000395	Q8IUG5		4	sp|Q8IUG5|MY18B_HUMAN	2567	MY18B_HUMAN	282370
EBOV_VP35	FU000395	Q00577		1	sp|Q00577|PURA_HUMAN	322	PURA_HUMAN	35420
EBOV_VP35	FU000395	Q99439		5	sp|Q99439|CNN2_HUMAN	309	CNN2_HUMAN	33990
EBOV_VP35	FU000395	P78549		2	sp|P78549|NTH_HUMAN	312	NTH_HUMAN	34320
EBOV_VP35	FU000395	Q6QNY1		5	sp|Q6QNY1|BL1S2_HUMAN	142	BL1S2_HUMAN	15620
EBOV_VP35	FU000395	Q9Y2X3		17	sp|Q9Y2X3|NOP58_HUMAN	529	NOP58_HUMAN	58190
EBOV_VP35	FU000395	Q9UQ80		2	sp|Q9UQ80|PA2G4_HUMAN	394	PA2G4_HUMAN	43340
EBOV_VP35	FU000395	P19338		53	sp|P19338|NUCL_HUMAN	710	NUCL_HUMAN	78100
EBOV_VP35	FU000395	Q13085		163	sp|Q13085|ACACA_HUMAN	2346	ACACA_HUMAN	258060
EBOV_VP35	FU000395	Q9GZT9		3	sp|Q9GZT9|EGLN1_HUMAN	426	EGLN1_HUMAN	46860
EBOV_VP35	FU000395	P62263		25	sp|P62263|RS14_HUMAN	151	RS14_HUMAN	16610
EBOV_VP35	FU000395	P61978		14	sp|P61978|HNRPK_HUMAN	463	HNRPK_HUMAN	50930
EBOV_VP35	FU000395	P62081		10	sp|P62081|RS7_HUMAN	194	RS7_HUMAN	21340
EBOV_VP35	FU000395	P82650		4	sp|P82650|RT22_HUMAN	360	RT22_HUMAN	39600
EBOV_VP35	FU000395	P39023		51	sp|P39023|RL3_HUMAN	403	RL3_HUMAN	44330
EBOV_VP35	FU000395	Q8N684		1	sp|Q8N684|CPSF7_HUMAN	471	CPSF7_HUMAN	51810
EBOV_VP35	FU000395	P62910		18	sp|P62910|RL32_HUMAN	135	RL32_HUMAN	14850
EBOV_VP35	FU000395	O95881		10	sp|O95881|TXD12_HUMAN	172	TXD12_HUMAN	18920
EBOV_VP35	FU000395	P22061		28	sp|P22061|PIMT_HUMAN	227	PIMT_HUMAN	24970
EBOV_VP35	FU000395	P36969		7	sp|P36969|GPX4_HUMAN	197	GPX4_HUMAN	21670
EBOV_VP35	FU000395	Q9NQ29		10	sp|Q9NQ29|LUC7L_HUMAN	371	LUC7L_HUMAN	40810
EBOV_VP35	FU000395	Q3KQU3		1	sp|Q3KQU3|MA7D1_HUMAN	841	MA7D1_HUMAN	92510
EBOV_VP35	FU000395	Q8TDD1		15	sp|Q8TDD1|DDX54_HUMAN	881	DDX54_HUMAN	96910
EBOV_VP35	FU000395	Q15366		10	sp|Q15366|PCBP2_HUMAN	365	PCBP2_HUMAN	40150
EBOV_VP35	FU000395	Q15370		1	sp|Q15370|ELOB_HUMAN	118	ELOB_HUMAN	12980
EBOV_VP35	FU000395	Q9HD42		2	sp|Q9HD42|CHM1A_HUMAN	196	CHM1A_HUMAN	21560
EBOV_VP35	FU000395	Q14331		8	sp|Q14331|FRG1_HUMAN	258	FRG1_HUMAN	28380
EBOV_VP35	FU000395	Q9BRJ6		9	sp|Q9BRJ6|CG050_HUMAN	194	CG050_HUMAN	21340
EBOV_VP35	FU000395	Q02543		29	sp|Q02543|RL18A_HUMAN	176	RL18A_HUMAN	19360
EBOV_VP35	FU000395	Q99459		20	sp|Q99459|CDC5L_HUMAN	802	CDC5L_HUMAN	88220
EBOV_VP35	FU000395	P05455		8	sp|P05455|LA_HUMAN	408	LA_HUMAN	44880
EBOV_VP35	FU000395	Q5RKV6		2	sp|Q5RKV6|EXOS6_HUMAN	272	EXOS6_HUMAN	29920
EBOV_VP35	FU000395	Q3MHD2		2	sp|Q3MHD2|LSM12_HUMAN	195	LSM12_HUMAN	21450
EBOV_VP35	FU000395	Q8IYB3		5	sp|Q8IYB3|SRRM1_HUMAN	904	SRRM1_HUMAN	99440
EBOV_VP35	FU000395	P63151		2	sp|P63151|2ABA_HUMAN	447	2ABA_HUMAN	49170
EBOV_VP35	FU000395	P51858		4	sp|P51858|HDGF_HUMAN	240	HDGF_HUMAN	26400
EBOV_VP35	FU000395	Q03701		27	sp|Q03701|CEBPZ_HUMAN	1054	CEBPZ_HUMAN	115940
EBOV_VP35	FU000395	O15446		3	sp|O15446|RPA34_HUMAN	510	RPA34_HUMAN	56100
EBOV_VP35	FU000395	O60518		2	sp|O60518|RNBP6_HUMAN	1105	RNBP6_HUMAN	121550
EBOV_VP35	FU000395	Q49A26		4	sp|Q49A26|GLYR1_HUMAN	553	GLYR1_HUMAN	60830
EBOV_VP35	FU000395	O43396		3	sp|O43396|TXNL1_HUMAN	289	TXNL1_HUMAN	31790
EBOV_VP35	FU000395	P83731		13	sp|P83731|RL24_HUMAN	157	RL24_HUMAN	17270
EBOV_VP35	FU000395	P27348		1	sp|P27348|1433T_HUMAN	245	1433T_HUMAN	26950
EBOV_VP35	FU000395	P54136		1	sp|P54136|SYRC_HUMAN	660	SYRC_HUMAN	72600
EBOV_VP35	FU000395	O75934		8	sp|O75934|SPF27_HUMAN	225	SPF27_HUMAN	24750
EBOV_VP35	FU000395	O60832		17	sp|O60832|DKC1_HUMAN	514	DKC1_HUMAN	56540
EBOV_VP35	FU000395	Q7Z7K0		3	sp|Q7Z7K0|COXM1_HUMAN	106	COXM1_HUMAN	11660
EBOV_VP35	FU000395	Q9UHK0		5	sp|Q9UHK0|NUFP1_HUMAN	495	NUFP1_HUMAN	54450
EBOV_VP35	FU000395	Q8IWZ3		2	sp|Q8IWZ3|ANKH1_HUMAN	2542	ANKH1_HUMAN	279620
EBOV_VP35	FU000395	Q9Y314		4	sp|Q9Y314|NOSIP_HUMAN	301	NOSIP_HUMAN	33110
EBOV_VP35	FU000395	P35268		9	sp|P35268|RL22_HUMAN	128	RL22_HUMAN	14080
EBOV_VP35	FU000395	P63167		11	sp|P63167|DYL1_HUMAN	89	DYL1_HUMAN	9790
EBOV_VP35	FU000395	Q9Y237		5	sp|Q9Y237|PIN4_HUMAN	131	PIN4_HUMAN	14410
EBOV_VP35	FU000395	O43395		1	sp|O43395|PRPF3_HUMAN	683	PRPF3_HUMAN	75130
EBOV_VP35	FU000395	Q16630		3	sp|Q16630|CPSF6_HUMAN	551	CPSF6_HUMAN	60610
EBOV_VP35	FU000395	Q9H0S4		3	sp|Q9H0S4|DDX47_HUMAN	455	DDX47_HUMAN	50050
EBOV_VP35	FU000395	Q15269		2	sp|Q15269|PWP2_HUMAN	919	PWP2_HUMAN	101090
EBOV_VP35	FU000395	Q92841		23	sp|Q92841|DDX17_HUMAN	729	DDX17_HUMAN	80190
EBOV_VP35	FU000395	Q9BU76		11	sp|Q9BU76|MMTA2_HUMAN	263	MMTA2_HUMAN	28930
EBOV_VP35	FU000395	Q5C9Z4		1	sp|Q5C9Z4|NOM1_HUMAN	860	NOM1_HUMAN	94600
EBOV_VP35	FU000395	P46777		31	sp|P46777|RL5_HUMAN	297	RL5_HUMAN	32670
EBOV_VP35	FU000395	Q92576		1	sp|Q92576|PHF3_HUMAN	2039	PHF3_HUMAN	224290
EBOV_VP35	FU000395	Q9UHX1		2	sp|Q9UHX1|PUF60_HUMAN	559	PUF60_HUMAN	61490
EBOV_VP35	FU000395	Q9H9A6		3	sp|Q9H9A6|LRC40_HUMAN	602	LRC40_HUMAN	66220
EBOV_VP35	FU000395	P18124		29	sp|P18124|RL7_HUMAN	248	RL7_HUMAN	27280
EBOV_VP35	FU000395	Q1KMD3		1	sp|Q1KMD3|HNRL2_HUMAN	747	HNRL2_HUMAN	82170
EBOV_VP35	FU000395	P26641		1	sp|P26641|EF1G_HUMAN	437	EF1G_HUMAN	48070
EBOV_VP35	FU000395	P29590		3	sp|P29590|PML_HUMAN	882	PML_HUMAN	97020
EBOV_VP35	FU000395	O94906		5	sp|O94906|PRP6_HUMAN	941	PRP6_HUMAN	103510
EBOV_VP35	FU000395	P00338		1	sp|P00338|LDHA_HUMAN	332	LDHA_HUMAN	36520
EBOV_VP35	FU000395	Q9NYU2		1	sp|Q9NYU2|UGGG1_HUMAN	1555	UGGG1_HUMAN	171050
EBOV_VP35	FU000395	P61247		54	sp|P61247|RS3A_HUMAN	264	RS3A_HUMAN	29040
EBOV_VP35	FU000395	Q96H79		9	sp|Q96H79|ZCCHL_HUMAN	300	ZCCHL_HUMAN	33000
EBOV_VP35	FU000395	Q9Y3B9		6	sp|Q9Y3B9|RRP15_HUMAN	282	RRP15_HUMAN	31020
EBOV_VP35	FU000395	Q9UMY1		1	sp|Q9UMY1|NOL7_HUMAN	257	NOL7_HUMAN	28270
EBOV_VP35	FU000395	Q9NYP9		20	sp|Q9NYP9|MS18A_HUMAN	233	MS18A_HUMAN	25630
EBOV_VP35	FU000395	Q9NQ55		16	sp|Q9NQ55|SSF1_HUMAN	473	SSF1_HUMAN	52030
EBOV_VP35	FU000395	Q9UJA5		2	sp|Q9UJA5|TRM6_HUMAN	497	TRM6_HUMAN	54670
EBOV_VP35	FU000395	Q9Y4P3		13	sp|Q9Y4P3|TBL2_HUMAN	447	TBL2_HUMAN	49170
EBOV_VP35	FU000395	P41223		4	sp|P41223|BUD31_HUMAN	144	BUD31_HUMAN	15840
EBOV_VP35	FU000395	Q9BRP1		1	sp|Q9BRP1|PDD2L_HUMAN	358	PDD2L_HUMAN	39380
EBOV_VP35	FU000395	P26373		36	sp|P26373|RL13_HUMAN	211	RL13_HUMAN	23210
EBOV_VP35	FU000395	Q8WX93		1	sp|Q8WX93|PALLD_HUMAN	1383	PALLD_HUMAN	152130
EBOV_VP35	FU000395	Q13428		4	sp|Q13428|TCOF_HUMAN	1488	TCOF_HUMAN	163680
EBOV_VP35	FU000395	Q92900		1	sp|Q92900|RENT1_HUMAN	1129	RENT1_HUMAN	124190
EBOV_VP35	FU000395	P31153		2	sp|P31153|METK2_HUMAN	395	METK2_HUMAN	43450
EBOV_VP35	FU000395	P36873		1	sp|P36873|PP1G_HUMAN	323	PP1G_HUMAN	35530
EBOV_VP35	FU000395	Q8WVK2		20	sp|Q8WVK2|SNR27_HUMAN	155	SNR27_HUMAN	17050
EBOV_VP35	FU000395	Q3ZCM7		5	sp|Q3ZCM7|TBB8_HUMAN	444	TBB8_HUMAN	48840
EBOV_VP35	FU000395	P62318		2	sp|P62318|SMD3_HUMAN	126	SMD3_HUMAN	13860
EBOV_VP35	FU000395	Q9Y5J1		3	sp|Q9Y5J1|UTP18_HUMAN	556	UTP18_HUMAN	61160
EBOV_VP35	FU000395	Q5TAX3		1	sp|Q5TAX3|TUT4_HUMAN	1644	TUT4_HUMAN	180840
EBOV_VP35	FU000395	O43172		8	sp|O43172|PRP4_HUMAN	522	PRP4_HUMAN	57420
EBOV_VP35	FU000395	P57721		2	sp|P57721|PCBP3_HUMAN	371	PCBP3_HUMAN	40810
EBOV_VP35	FU000395	Q15654		4	sp|Q15654|TRIP6_HUMAN	476	TRIP6_HUMAN	52360
EBOV_VP35	FU000395	Q8WWK9		2	sp|Q8WWK9|CKAP2_HUMAN	683	CKAP2_HUMAN	75130
EBOV_VP35	FU000395	P52597		16	sp|P52597|HNRPF_HUMAN	415	HNRPF_HUMAN	45650
EBOV_VP35	FU000395	Q9BWS9		4	sp|Q9BWS9|CHID1_HUMAN	393	CHID1_HUMAN	43230
EBOV_VP35	FU000395	P62072		1	sp|P62072|TIM10_HUMAN	90	TIM10_HUMAN	9900
EBOV_VP35	FU000395	O00566		1	sp|O00566|MPP10_HUMAN	681	MPP10_HUMAN	74910
EBOV_VP35	FU000395	Q4VCS5		1	sp|Q4VCS5|AMOT_HUMAN	1084	AMOT_HUMAN	119240
EBOV_VP35	FU000395	P46783		9	sp|P46783|RS10_HUMAN	165	RS10_HUMAN	18150
EBOV_VP35	FU000395	P37108		10	sp|P37108|SRP14_HUMAN	136	SRP14_HUMAN	14960
EBOV_VP35	FU000395	Q9H2Y7		3	sp|Q9H2Y7|ZN106_HUMAN	1883	ZN106_HUMAN	207130
EBOV_VP35	FU000395	P61513		14	sp|P61513|RL37A_HUMAN	92	RL37A_HUMAN	10120
EBOV_VP35	FU000395	P22087		19	sp|P22087|FBRL_HUMAN	321	FBRL_HUMAN	35310
EBOV_VP35	FU000395	Q9NRN7		2	sp|Q9NRN7|ADPPT_HUMAN	309	ADPPT_HUMAN	33990
EBOV_VP35	FU000395	Q96B45		7	sp|Q96B45|BORC7_HUMAN	105	BORC7_HUMAN	11550
EBOV_VP35	FU000395	Q15369		3	sp|Q15369|ELOC_HUMAN	112	ELOC_HUMAN	12320
EBOV_VP35	FU000395	Q8ND56		3	sp|Q8ND56|LS14A_HUMAN	463	LS14A_HUMAN	50930
EBOV_VP35	FU000395	Q92499		4	sp|Q92499|DDX1_HUMAN	740	DDX1_HUMAN	81400
EBOV_VP35	FU000395	P08621		1	sp|P08621|RU17_HUMAN	437	RU17_HUMAN	48070
EBOV_VP35	FU000395	Q5SY16		1	sp|Q5SY16|NOL9_HUMAN	702	NOL9_HUMAN	77220
EBOV_VP35	FU000395	P78537		4	sp|P78537|BL1S1_HUMAN	153	BL1S1_HUMAN	16830
EBOV_VP35	FU000395	Q9ULW3		3	sp|Q9ULW3|ABT1_HUMAN	272	ABT1_HUMAN	29920
EBOV_VP35	FU000395	Q96EY4		3	sp|Q96EY4|TMA16_HUMAN	203	TMA16_HUMAN	22330
EBOV_VP35	FU000395	Q00839		8	sp|Q00839|HNRPU_HUMAN	825	HNRPU_HUMAN	90750
EBOV_VP35	FU000395	P27695		1	sp|P27695|APEX1_HUMAN	318	APEX1_HUMAN	34980
EBOV_VP35	FU000395	P10599		22	sp|P10599|THIO_HUMAN	105	THIO_HUMAN	11550
EBOV_VP35	FU000395	Q9H2W6		2	sp|Q9H2W6|RM46_HUMAN	279	RM46_HUMAN	30690
EBOV_VP35	FU000395	Q9UN86		5	sp|Q9UN86|G3BP2_HUMAN	482	G3BP2_HUMAN	53020
EBOV_VP35	FU000395	Q9HCG8		2	sp|Q9HCG8|CWC22_HUMAN	908	CWC22_HUMAN	99880
EBOV_VP35	FU000395	O14654		18	sp|O14654|IRS4_HUMAN	1257	IRS4_HUMAN	138270
EBOV_VP35	FU000395	Q9P258		35	sp|Q9P258|RCC2_HUMAN	522	RCC2_HUMAN	57420
EBOV_VP35	FU000395	Q9NUQ6		1	sp|Q9NUQ6|SPS2L_HUMAN	558	SPS2L_HUMAN	61380
EBOV_VP35	FU000395	P17096		1	sp|P17096|HMGA1_HUMAN	107	HMGA1_HUMAN	11770
EBOV_VP35	FU000395	O75367		2	sp|O75367|H2AY_HUMAN	372	H2AY_HUMAN	40920
EBOV_VP35	FU000395	Q96RQ3		43	sp|Q96RQ3|MCCA_HUMAN	725	MCCA_HUMAN	79750
EBOV_VP35	FU000395	Q08170		5	sp|Q08170|SRSF4_HUMAN	494	SRSF4_HUMAN	54340
EBOV_VP35	FU000395	P07737		3	sp|P07737|PROF1_HUMAN	140	PROF1_HUMAN	15400
EBOV_VP35	FU000395	P52926		2	sp|P52926|HMGA2_HUMAN	109	HMGA2_HUMAN	11990
EBOV_VP35	FU000395	Q9BYB4		5	sp|Q9BYB4|GNB1L_HUMAN	327	GNB1L_HUMAN	35970
EBOV_VP35	FU000395	Q02878		41	sp|Q02878|RL6_HUMAN	288	RL6_HUMAN	31680
EBOV_VP35	FU000395	O00178		2	sp|O00178|GTPB1_HUMAN	669	GTPB1_HUMAN	73590
EBOV_VP35	FU000395	Q9Y5S9		2	sp|Q9Y5S9|RBM8A_HUMAN	174	RBM8A_HUMAN	19140
EBOV_VP35	FU000395	Q01813		1	sp|Q01813|PFKAP_HUMAN	784	PFKAP_HUMAN	86240
EBOV_VP35	FU000395	Q15058		1	sp|Q15058|KIF14_HUMAN	1648	KIF14_HUMAN	181280
EBOV_VP35	FU000395	P26368		9	sp|P26368|U2AF2_HUMAN	475	U2AF2_HUMAN	52250
EBOV_VP35	FU000395	Q86V81		2	sp|Q86V81|THOC4_HUMAN	257	THOC4_HUMAN	28270
EBOV_VP35	FU000395	Q9NNW5		4	sp|Q9NNW5|WDR6_HUMAN	1121	WDR6_HUMAN	123310
EBOV_VP35	FU000395	Q9Y3B2		3	sp|Q9Y3B2|EXOS1_HUMAN	195	EXOS1_HUMAN	21450
EBOV_VP35	FU000395	P00492		6	sp|P00492|HPRT_HUMAN	218	HPRT_HUMAN	23980
EBOV_VP35	FU000395	P11940		7	sp|P11940|PABP1_HUMAN	636	PABP1_HUMAN	69960
EBOV_VP35	FU000395	Q96E40		2	sp|Q96E40|SACA9_HUMAN	222	SACA9_HUMAN	24420
EBOV_VP35	FU000395	Q99623		9	sp|Q99623|PHB2_HUMAN	299	PHB2_HUMAN	32890
EBOV_VP35	FU000395	Q9BVI4		2	sp|Q9BVI4|NOC4L_HUMAN	516	NOC4L_HUMAN	56760
EBOV_VP35	FU000395	Q96F45		2	sp|Q96F45|ZN503_HUMAN	646	ZN503_HUMAN	71060
EBOV_VP35	FU000395	Q9GZN7		1	sp|Q9GZN7|ROGDI_HUMAN	287	ROGDI_HUMAN	31570
EBOV_VP35	FU000395	Q15365		22	sp|Q15365|PCBP1_HUMAN	356	PCBP1_HUMAN	39160
EBOV_VP35	FU000395	P55789		2	sp|P55789|ALR_HUMAN	205	ALR_HUMAN	22550
EBOV_VP35	FU000395	P40938		5	sp|P40938|RFC3_HUMAN	356	RFC3_HUMAN	39160
EBOV_VP35	FU000395	P30041		9	sp|P30041|PRDX6_HUMAN	224	PRDX6_HUMAN	24640
EBOV_VP35	FU000395	O43818		23	sp|O43818|U3IP2_HUMAN	475	U3IP2_HUMAN	52250
EBOV_VP35	FU000395	Q9BW19		2	sp|Q9BW19|KIFC1_HUMAN	673	KIFC1_HUMAN	74030
EBOV_VP35	FU000395	P51970		5	sp|P51970|NDUA8_HUMAN	172	NDUA8_HUMAN	18920
EBOV_VP35	FU000395	Q99497		58	sp|Q99497|PARK7_HUMAN	189	PARK7_HUMAN	20790
EBOV_VP35	FU000395	Q15464		4	sp|Q15464|SHB_HUMAN	509	SHB_HUMAN	55990
EBOV_VP35	FU000395	Q96SB4		4	sp|Q96SB4|SRPK1_HUMAN	655	SRPK1_HUMAN	72050
EBOV_VP35	FU000395	O75533		41	sp|O75533|SF3B1_HUMAN	1304	SF3B1_HUMAN	143440
EBOV_VP35	FU000395	Q0ZGT2		1	sp|Q0ZGT2|NEXN_HUMAN	675	NEXN_HUMAN	74250
EBOV_VP35	FU000395	P62280		20	sp|P62280|RS11_HUMAN	158	RS11_HUMAN	17380
EBOV_VP35	FU000395	P25705		5	sp|P25705|ATPA_HUMAN	553	ATPA_HUMAN	60830
EBOV_VP35	FU000395	O76003		1	sp|O76003|GLRX3_HUMAN	335	GLRX3_HUMAN	36850
EBOV_VP35	FU000395	Q5SSJ5		6	sp|Q5SSJ5|HP1B3_HUMAN	553	HP1B3_HUMAN	60830
EBOV_VP35	FU000395	Q6P2Q9		11	sp|Q6P2Q9|PRP8_HUMAN	2335	PRP8_HUMAN	256850
EBOV_VP35	FU000395	Q7Z7K6		3	sp|Q7Z7K6|CENPV_HUMAN	275	CENPV_HUMAN	30250
EBOV_VP35	FU000395	O00567		29	sp|O00567|NOP56_HUMAN	594	NOP56_HUMAN	65340
EBOV_VP35	FU000395	P49458		4	sp|P49458|SRP09_HUMAN	86	SRP09_HUMAN	9460
EBOV_VP35	FU000395	O95602		1	sp|O95602|RPA1_HUMAN	1720	RPA1_HUMAN	189200
EBOV_VP35	FU000395	Q13148		4	sp|Q13148|TADBP_HUMAN	414	TADBP_HUMAN	45540
EBOV_VP35	FU000395	P62917		31	sp|P62917|RL8_HUMAN	257	RL8_HUMAN	28270
EBOV_VP35	FU000395	P05023		2	sp|P05023|AT1A1_HUMAN	1023	AT1A1_HUMAN	112530
EBOV_VP35	FU000395	O76021		37	sp|O76021|RL1D1_HUMAN	490	RL1D1_HUMAN	53900
EBOV_VP35	FU000395	Q9Y366		2	sp|Q9Y366|IFT52_HUMAN	437	IFT52_HUMAN	48070
EBOV_VP35	FU000395	Q8WTT2		20	sp|Q8WTT2|NOC3L_HUMAN	800	NOC3L_HUMAN	88000
EBOV_VP35	FU000395	P09874		20	sp|P09874|PARP1_HUMAN	1014	PARP1_HUMAN	111540
EBOV_VP35	FU000395	P46781		27	sp|P46781|RS9_HUMAN	194	RS9_HUMAN	21340
EBOV_VP35	FU000395	Q9P2N5		1	sp|Q9P2N5|RBM27_HUMAN	1060	RBM27_HUMAN	116600
EBOV_VP35	FU000395	Q9H0D6		25	sp|Q9H0D6|XRN2_HUMAN	950	XRN2_HUMAN	104500
EBOV_VP35	FU000395	Q9BQD3		4	sp|Q9BQD3|KXDL1_HUMAN	176	KXDL1_HUMAN	19360
EBOV_VP35	FU000395	O95801		1	sp|O95801|TTC4_HUMAN	387	TTC4_HUMAN	42570
EBOV_VP35	FU000395	O60287		1	sp|O60287|NPA1P_HUMAN	2271	NPA1P_HUMAN	249810
EBOV_VP35	FU000395	Q92945		14	sp|Q92945|FUBP2_HUMAN	711	FUBP2_HUMAN	78210
EBOV_VP35	FU000395	Q8WWM7		7	sp|Q8WWM7|ATX2L_HUMAN	1075	ATX2L_HUMAN	118250
EBOV_VP35	FU000395	Q9BRX2		11	sp|Q9BRX2|PELO_HUMAN	385	PELO_HUMAN	42350
EBOV_VP35	FU000395	Q96EV2		4	sp|Q96EV2|RBM33_HUMAN	1170	RBM33_HUMAN	128700
EBOV_VP35	FU000395	O00571		6	sp|O00571|DDX3X_HUMAN	662	DDX3X_HUMAN	72820
EBOV_VP35	FU000395	Q9NSV4		18	sp|Q9NSV4|DIAP3_HUMAN	1193	DIAP3_HUMAN	131230
EBOV_VP35	FU000395	P25205		4	sp|P25205|MCM3_HUMAN	808	MCM3_HUMAN	88880
EBOV_VP35	FU000395	O76094		13	sp|O76094|SRP72_HUMAN	671	SRP72_HUMAN	73810
EBOV_VP35	FU000395	O75400		5	sp|O75400|PR40A_HUMAN	957	PR40A_HUMAN	105270
EBOV_VP35	FU000395	Q7Z417		1	sp|Q7Z417|NUFP2_HUMAN	695	NUFP2_HUMAN	76450
EBOV_VP35	FU000395	P62269		18	sp|P62269|RS18_HUMAN	152	RS18_HUMAN	16720
EBOV_VP35	FU000395	O43482		5	sp|O43482|MS18B_HUMAN	229	MS18B_HUMAN	25190
EBOV_VP35	FU000395	P35080		3	sp|P35080|PROF2_HUMAN	140	PROF2_HUMAN	15400
EBOV_VP35	FU000395	Q9H910		7	sp|Q9H910|JUPI2_HUMAN	190	JUPI2_HUMAN	20900
EBOV_VP35	FU000395	Q15649		5	sp|Q15649|ZNHI3_HUMAN	155	ZNHI3_HUMAN	17050
EBOV_VP35	FU000395	O15160		1	sp|O15160|RPAC1_HUMAN	346	RPAC1_HUMAN	38060
EBOV_VP35	FU000395	Q8IWX8		25	sp|Q8IWX8|CHERP_HUMAN	916	CHERP_HUMAN	100760
EBOV_VP35	FU000395	P49756		6	sp|P49756|RBM25_HUMAN	843	RBM25_HUMAN	92730
EBOV_VP35	FU000395	P30050		24	sp|P30050|RL12_HUMAN	165	RL12_HUMAN	18150
EBOV_VP35	FU000395	P62273		3	sp|P62273|RS29_HUMAN	56	RS29_HUMAN	6160
EBOV_VP35	FU000395	Q9NY12		2	sp|Q9NY12|GAR1_HUMAN	217	GAR1_HUMAN	23870
EBOV_VP35	FU000395	P50747		1	sp|P50747|BPL1_HUMAN	726	BPL1_HUMAN	79860
EBOV_VP35	FU000395	Q9Y2R4		13	sp|Q9Y2R4|DDX52_HUMAN	599	DDX52_HUMAN	65890
EBOV_VP35	FU000395	Q9H6R0		1	sp|Q9H6R0|DHX33_HUMAN	707	DHX33_HUMAN	77770
EBOV_VP35	FU000395	Q13243		2	sp|Q13243|SRSF5_HUMAN	272	SRSF5_HUMAN	29920
EBOV_VP35	FU000395	P62424		47	sp|P62424|RL7A_HUMAN	266	RL7A_HUMAN	29260
EBOV_VP35	FU000395	Q9UII4		3	sp|Q9UII4|HERC5_HUMAN	1024	HERC5_HUMAN	112640
EBOV_VP35	FU000395	P11387		13	sp|P11387|TOP1_HUMAN	765	TOP1_HUMAN	84150
