Prey	EBOV_VP35_Reproducibility	GFP_Reproducibility	MARV_VP24_Reproducibility	MARV_VP35_Reproducibility	MARV_VP40_Reproducibility	Vector_Reproducibility	EBOV_VP35_Abundance	GFP_Abundance	MARV_VP24_Abundance	MARV_VP35_Abundance	MARV_VP40_Abundance	Vector_Abundance	EBOV_VP35_Specificty	GFP_Specificty	MARV_VP24_Specificty	MARV_VP35_Specificty	MARV_VP40_Specificty	Vector_Specificty	EBOV_VP35_mist	GFP_mist	MARV_VP24_mist	MARV_VP35_mist	MARV_VP40_mist	Vector_mist	EBOV_VP35_wd	GFP_wd	MARV_VP24_wd	MARV_VP35_wd	MARV_VP40_wd	Vector_wd	EBOV_VP35_mist_percent_global	GFP_mist_percent_global	MARV_VP24_mist_percent_global	MARV_VP35_mist_percent_global	MARV_VP40_mist_percent_global	Vector_mist_percent_global	EBOV_VP35_wd_percent_global	GFP_wd_percent_global	MARV_VP24_wd_percent_global	MARV_VP35_wd_percent_global	MARV_VP40_wd_percent_global	Vector_wd_percent_global	EBOV_VP35_wd_percent_perBait	GFP_wd_percent_perBait	MARV_VP24_wd_percent_perBait	MARV_VP35_wd_percent_perBait	MARV_VP40_wd_percent_perBait	Vector_wd_percent_perBait	Entry.name	Protein.names	Gene.names
O60870	NA	NA	5.58110672701622e-11	NA	NA	NA	NA	NA	2.49794053638238e-05	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.685510148894475	NA	NA	NA	NA	NA	3.83365862547763	NA	NA	NA	NA	NA	0.927708243418135	NA	NA	NA	NA	NA	0.74298662063012	NA	NA	NA	NA	NA	0.782994923857868	NA	NA	NA	KIN17_HUMAN	DNA/RNA-binding protein KIN17 (Binding to curved DNA) (KIN, antigenic determinant of recA protein homolog)	KIN BTCD KIN17
O60884	0.340074978635297	0.954133479628737	0.965140108964977	5.58110672701622e-11	NA	NA	5.5528603263743e-05	0.000434476430036284	0.000539053437432101	2.07176415059167e-05	NA	NA	0.0528956628145787	0.413875325387251	0.513493716562934	0.0197352952352366	NA	NA	0.141184169924846	0.578097066255592	0.649782968218508	0.0135288657310698	NA	NA	1.83711730708738	4.7729707730092	6.00585651676761	1.22474487139159	NA	NA	0.10725075528701	0.852611135088407	0.90591281829945	0.0120845921450151	NA	NA	0.388217522658609	0.796719896417774	0.83534743202416	0.0943029779887786	NA	NA	0.298538622129436	0.937212863705974	0.885786802030458	0.121247113163972	NA	NA	DNJA2_HUMAN	DnaJ homolog subfamily A member 2 (Cell cycle progression restoration gene 3 protein) (Dnj3) (Dj3) (HIRA-interacting protein 4) (Renal carcinoma antigen NY-REN-14)	DNAJA2 CPR3 HIRIP4
O75150	0.944969299216893	NA	NA	NA	NA	NA	0.000242284986271926	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.977062821905906	NA	NA	NA	NA	NA	780.712131118906	NA	NA	NA	NA	NA	0.993526111350799	NA	NA	NA	NA	NA	0.99697885196372	NA	NA	NA	NA	NA	0.99164926931106	NA	NA	NA	NA	NA	BRE1B_HUMAN	E3 ubiquitin-protein ligase BRE1B (BRE1-B) (EC 2.3.2.27) (95 kDa retinoblastoma-associated protein) (RBP95) (RING finger protein 40) (RING-type E3 ubiquitin transferase BRE1B)	RNF40 BRE1B KIAA0661
O75190	0.386804224540436	NA	0.87393113070509	NA	NA	NA	8.7365134296846e-05	NA	0.000207937706401179	NA	NA	NA	0.295849285060502	NA	0.704150714939498	NA	NA	NA	0.322148871495486	NA	0.752337567663347	NA	NA	NA	5.40030861551776	NA	21.7358228947959	NA	NA	NA	0.29175658178679	NA	0.952093223996466	NA	NA	NA	0.819594302977981	NA	0.901381096245129	NA	NA	NA	0.645093945720249	NA	0.946700507614215	NA	NA	NA	DNJB6_HUMAN	DnaJ homolog subfamily B member 6 (HHDJ1) (Heat shock protein J2) (HSJ-2) (MRJ) (MSJ-1)	DNAJB6 HSJ2 MRJ MSJ1
O75223	NA	0.878795604532721	5.58110672701622e-11	NA	0.862011572034191	0.86821485430916	NA	0.00069765336100564	0.000137646018569337	NA	0.00071427514822938	0.000627267899873808	NA	0.320488682200926	0.0632319624145469	NA	0.328124415046077	0.28815494033845	NA	0.490837162416069	0.0433469629422861	NA	0.490893255157829	0.465407160668099	NA	3.69712726315987	1.73205080756888	NA	3.89711431702997	3.48568501158668	NA	0.796288303841111	0.0405697022011222	NA	0.796504100129415	0.755718601639994	NA	0.730902028485105	0.351963746223564	NA	0.750971083297362	0.712127751402671	NA	0.897396630934152	0.314720812182741	NA	0.821954484605089	0.88168557536467	GGCT_HUMAN	Gamma-glutamylcyclotransferase (EC 4.3.2.9) (Cytochrome c-releasing factor 21)	GGCT C7orf24 CRF21
O75340	0.991059057339788	0.996345983761528	0.997019771673213	0.984017624767904	0.978369541074834	0.993792538749499	0.00164636087273715	0.0031639707582739	0.00297764524466283	0.00132761049398538	0.00299614318400915	0.0028283244191349	0.110197778772178	0.211777718625103	0.199306177258604	0.0888624905599172	0.200544321253388	0.18931151353081	0.381322942597962	0.452597227530358	0.444254634492541	0.364522996231914	0.439349349183605	0.436406604434427	2.64575131106459	2.58198889747161	2.85773803324704	2.23606797749979	2.73861278752583	2.48327740429189	0.439792835563208	0.712343547690927	0.673284419507936	0.381312041432874	0.651704790677555	0.63616745791968	0.61027190332326	0.600345274061283	0.643072939145443	0.524816573154939	0.625809236081136	0.583081570996976	0.468684759916492	0.756508422664626	0.65482233502538	0.448036951501155	0.649263721552879	0.745542949756889	PDCD6_HUMAN	Programmed cell death protein 6 (Apoptosis-linked gene 2 protein homolog) (ALG-2)	PDCD6 ALG2
O75367	0.365992916230151	NA	NA	5.58110672701622e-11	NA	NA	5.94104675622698e-05	NA	NA	2.28594563922578e-05	NA	NA	0.722140786165152	NA	NA	0.277859213834848	NA	NA	0.607954878854948	NA	NA	0.190475405935506	NA	NA	4.64030108940864	NA	NA	2.18745891137878	NA	NA	0.87311178247727	NA	NA	0.143504531722055	NA	NA	0.79197237807509	NA	NA	0.511437203280101	NA	NA	0.612734864300625	NA	NA	0.437644341801386	NA	NA	H2AY_HUMAN	Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (Histone H2A.y) (H2A/y) (Medulloblastoma antigen MU-MB-50.205)	H2AFY MACROH2A1
O75380	0.884462540011725	0.550955764158046	0.720995100739659	0.612998170087116	0.932828422144903	0.612844284698783	0.000722866045191469	0.000773985967792549	0.000582294703644808	0.000404750010271587	0.00146855783814723	0.000709824750605866	0.155045632458025	0.166010209897529	0.124894855975223	0.0868137627260226	0.31498709938218	0.15224843956102	0.379172867257748	0.283792653858905	0.308068761627216	0.248642440213355	0.50374111218656	0.293452905517104	1.54919333848297	1.52752523165195	1.22474487139159	1.4142135623731	1.52752523165195	1.4142135623731	0.431376780319359	0.236081139404404	0.268450582649978	0.193353474320243	0.810315062580859	0.247518342684508	0.289167026327147	0.27751402675874	0.0943029779887786	0.189469141130773	0.27751402675874	0.189469141130773	0.220250521920668	0.35375191424196	0.0748730964467005	0.21824480369515	0.258366800535475	0.259319286871961	NDUS6_HUMAN	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial (Complex I-13kD-A) (CI-13kD-A) (NADH-ubiquinone oxidoreductase 13 kDa-A subunit)	NDUFS6
O75400	0.938720561534975	0.989516437597482	0.984220142149785	0.98485681651869	0.979735171855882	0.978055999314874	0.000223634688335401	0.000432688178116841	0.000482838398783171	0.00026714490346527	0.000685970011980196	0.000534705007729081	0.0851299161646305	0.164709279238781	0.183799716919716	0.101692735617557	0.261124828379679	0.203543523679636	0.347982196543144	0.41820794332447	0.429660862119965	0.373570852977328	0.48128546205652	0.441293925228091	2.19848432637882	2.12132034355964	2.58198889747161	2.23606797749979	2.97209241668783	2.41522945769824	0.340742339231757	0.559343979283522	0.606603366422057	0.408502373759155	0.784851100561009	0.658610271903277	0.512947777298228	0.476694000863183	0.600345274061283	0.524816573154939	0.655589123867066	0.570565386275353	0.395615866388309	0.633996937212864	0.597715736040608	0.448036951501155	0.69611780455154	0.726094003241492	PR40A_HUMAN	Pre-mRNA-processing factor 40 homolog A (Fas ligand-associated factor 1) (Formin-binding protein 11) (Formin-binding protein 3) (Huntingtin yeast partner A) (Huntingtin-interacting protein 10) (HIP-10) (Huntingtin-interacting protein A) (Renal carcinoma antigen NY-REN-6)	PRPF40A FBP11 FLAF1 FNBP3 HIP10 HYPA HSPC225
O75475	NA	NA	0.738394104715155	NA	0.298570270494069	NA	NA	NA	0.000145209180692272	NA	0.000174057536722045	NA	NA	NA	0.454820915466213	NA	0.545179084533787	NA	NA	NA	0.539601884335728	NA	0.46584463717721	NA	NA	NA	15.9667160488862	NA	8.99622533517215	NA	NA	NA	0.833836858005975	NA	0.756797583081513	NA	NA	NA	0.895123003884318	NA	0.866637893828214	NA	NA	NA	0.942893401015231	NA	0.970548862115131	NA	PSIP1_HUMAN	PC4 and SFRS1-interacting protein (CLL-associated antigen KW-7) (Dense fine speckles 70 kDa protein) (DFS 70) (Lens epithelium-derived growth factor) (Transcriptional coactivator p75/p52)	PSIP1 DFS70 LEDGF PSIP2
O75533	0.996439955071597	0.386829856697836	0.307381558749653	0.992681466583748	5.58110672701622e-11	5.58110672701622e-11	0.00108695126541672	2.04063392233456e-05	3.47979975259319e-05	0.00067438733978523	1.36808368239802e-05	1.15267422413605e-05	0.590172910507319	0.0110798607034367	0.0188939800091517	0.36616649871395	0.00742817046492755	0.0062585796012145	0.712007529449654	0.126944092619578	0.107788651953169	0.557286828767029	0.00509216669041934	0.0042903876190317	6.61068072737299	1.17785249405616	1.66573497156919	4.88015811336569	1.66573497156919	1.17785249405616	0.944756150194136	0.0906344410876138	0.0811394044022447	0.844410876132862	0.0036685369011653	0.00194216659473457	0.844842468709528	0.0804920155373328	0.331678895123003	0.801251618472155	0.331678895123003	0.0804920155373328	0.675365344467639	0.0964777947932618	0.298223350253807	0.669745958429563	0.302543507362784	0.124797406807131	SF3B1_HUMAN	Splicing factor 3B subunit 1 (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155)	SF3B1 SAP155
O75569	0.35773788640573	NA	NA	0.995058715184499	NA	NA	6.60405162088823e-05	NA	NA	0.00196242157495713	NA	NA	0.0325569388239937	NA	NA	0.967443061176006	NA	NA	0.132691370827473	NA	NA	0.970209054295224	NA	NA	5.37440710819214	NA	NA	136.810069598154	NA	NA	0.0975399223133368	NA	NA	0.99244712990928	NA	NA	0.818083728959854	NA	NA	0.977988778592984	NA	NA	0.640918580375781	NA	NA	0.964203233256363	NA	NA	PRKRA_HUMAN	Interferon-inducible double-stranded RNA-dependent protein kinase activator A (PKR-associated protein X) (PKR-associating protein X) (Protein activator of the interferon-induced protein kinase) (Protein kinase, interferon-inducible double-stranded RNA-dependent activator)	PRKRA PACT RAX HSD-14 HSD14
O75643	0.910004911216865	NA	NA	0.553113847321029	NA	NA	0.000118832256622621	NA	NA	5.84460055722691e-05	NA	NA	0.670314877590482	NA	NA	0.329685122409518	NA	NA	0.74027207523504	NA	NA	0.396655011915099	NA	NA	81.3456607650661	NA	NA	14.4936948801722	NA	NA	0.950151057401732	NA	NA	0.496547259387111	NA	NA	0.95230902028483	NA	NA	0.889943892965027	NA	NA	0.88413361169102	NA	NA	0.763279445727488	NA	NA	U520_HUMAN	U5 small nuclear ribonucleoprotein 200 kDa helicase (EC 3.6.4.13) (Activating signal cointegrator 1 complex subunit 3-like 1) (BRR2 homolog) (U5 snRNP-specific 200 kDa protein) (U5-200KD)	SNRNP200 ASCC3L1 HELIC2 KIAA0788
O75683	0.977096462517399	NA	NA	0.989482500786516	NA	NA	0.000695790837096862	NA	NA	0.000826033375415844	NA	NA	0.45720841564745	NA	NA	0.54279158435255	NA	NA	0.614888659504365	NA	NA	0.677379018116098	NA	NA	78.8385649957238	NA	NA	81.1924717682159	NA	NA	0.880664652567903	NA	NA	0.920586965904109	NA	NA	0.950151057401792	NA	NA	0.952093223996527	NA	NA	0.878914405010435	NA	NA	0.900692840646661	NA	NA	SURF6_HUMAN	Surfeit locus protein 6	SURF6 SURF-6
O75694	5.58110672701622e-11	0.985894949696939	0.982865888523928	0.856387104945725	0.868911140220428	0.973352367705347	5.77124343772412e-06	0.000295864256750131	0.00025114596634081	0.000124526912224877	0.000400347581080101	0.000367273407493617	0.00399413533161099	0.204760359530516	0.173811932970373	0.0861820065677115	0.277070692957565	0.254180872642222	0.00273805412500292	0.444545206242731	0.422394927586768	0.323300482991533	0.458022270893133	0.474554124962609	1	2.12132034355964	2.23606797749979	2.04939015319192	2.93257565972304	2.41522945769824	0.000647388864911524	0.674794993526063	0.573154941734966	0.293482952093221	0.735433750539435	0.773629693569211	0	0.476694000863183	0.524816573154939	0.462667242123434	0.6519205869659	0.570565386275353	0	0.633996937212864	0.494923857868019	0.400692840646651	0.693440428380188	0.726094003241492	NU155_HUMAN	Nuclear pore complex protein Nup155 (155 kDa nucleoporin) (Nucleoporin Nup155)	NUP155 KIAA0791
O75934	0.975662062471155	5.58110672701622e-11	NA	0.950588104310851	NA	NA	0.00133338312665455	5.8596772531306e-05	NA	0.0011909626920596	NA	NA	0.516226388915447	0.0226860530040087	NA	0.461087558080544	NA	NA	0.654907314963089	0.0155518654487617	NA	0.609372177900465	NA	NA	24.4026863510312	1.67073772227291	NA	21.8264262058049	NA	NA	0.909149762624007	0.0148899438929651	NA	0.875701337936915	NA	NA	0.905049633146294	0.332326283987915	NA	0.901812688821737	NA	NA	0.773486430062628	0.431852986217458	NA	0.787528868360283	NA	NA	SPF27_HUMAN	Pre-mRNA-splicing factor SPF27 (Breast carcinoma-amplified sequence 2) (DNA amplified in mammary carcinoma 1 protein) (Spliceosome-associated protein SPF 27)	BCAS2 DAM1
O75937	0.937635175802193	0.89652128201075	0.966066754316673	0.97765897119953	0.816324452393196	0.979348160379844	0.000587449598730977	0.00108343494361592	0.00208633649678466	0.000334839899645112	0.00170427947338152	0.00109416708827354	0.0852549102797101	0.157235870296642	0.302784155833796	0.0485943741624449	0.247337293120243	0.158793396307164	0.347735175535703	0.384396929858092	0.505634576940469	0.334951047462091	0.421422928609392	0.411019270260363	1.82574185835055	1.94935886896179	2.79880927062444	1.29099444873581	2.61406452355969	1.77951304200522	0.340310746655149	0.450151057401791	0.811609840310682	0.312041432887349	0.569917997410409	0.533016832110456	0.380233059991367	0.428787224859731	0.636814846784632	0.14717306862322	0.605308588692271	0.368795856711263	0.290187891440501	0.55895865237366	0.642131979695431	0.18013856812933	0.61847389558233	0.491085899513777	DNJC8_HUMAN	DnaJ homolog subfamily C member 8 (Splicing protein spf31)	DNAJC8 SPF31 HSPC315 HSPC331
O75940	0.958225807871807	0.997405666322317	0.964841979624879	0.993319046710082	0.975635081368719	0.985691003845315	0.00116700659895577	0.00186611545111922	0.00233570467388612	0.00142240488014124	0.00265681758945705	0.00227879202788763	0.0995158523014238	0.15913197901122	0.199175944295587	0.121294801667463	0.226558673327821	0.194322749396486	0.363867475773167	0.416827255210495	0.434233718347588	0.38962600250561	0.456336762440479	0.437339014955666	2.48327740429189	2.19848432637882	2.82842712474619	2.58198889747161	2.97209241668783	2.48327740429189	0.37936987483814	0.554380664652534	0.626672421234312	0.469141130772527	0.729823047043536	0.641130772550668	0.583081570996976	0.512947777298228	0.640699179974101	0.600345274061283	0.655589123867066	0.583081570996976	0.448851774530271	0.670750382848393	0.6497461928934	0.508083140877598	0.69611780455154	0.745542949756889	SPF30_HUMAN	Survival of motor neuron-related-splicing factor 30 (30 kDa splicing factor SMNrp) (SMN-related protein) (Survival motor neuron domain-containing protein 1)	SMNDC1 SMNR SPF30
O75962	5.58110672701622e-11	NA	NA	NA	NA	5.58110672701622e-11	2.20283671324301e-06	NA	NA	NA	NA	4.69111051500827e-06	0.319531995286506	NA	NA	NA	NA	0.680468004713494	0.219042391234979	NA	NA	NA	NA	0.466467649887385	2.15582467177851	NA	NA	NA	NA	2.15582467177851	0.165947345705655	NA	NA	NA	NA	0.758955545964551	0.487268018990071	NA	NA	NA	NA	0.487268018990071	0.368475991649269	NA	NA	NA	NA	0.638573743922205	TRIO_HUMAN	Triple functional domain protein (EC 2.7.11.1) (PTPRF-interacting protein)	TRIO
O76003	0.772464003474883	0.696891421530863	0.641412172103501	0.772663294417361	0.973607115192	0.849010619182981	9.09822390181706e-05	0.000655095331294298	0.000248270724815212	0.000103156548832998	0.000701810836154137	0.000662471389345805	0.0369578019751744	0.26610560247919	0.100849796432479	0.0419031158757365	0.285081859784041	0.26910182345338	0.263663804078252	0.397433866208601	0.267029921105041	0.267115426003596	0.495817651743329	0.446421185661532	1	2	1.3228756555323	1	1.77951304200522	1.73205080756888	0.209538195943031	0.499136814846757	0.212343547690981	0.212775140267589	0.803409581355137	0.684074233923127	0	0.440871817004746	0.164220975399223	0	0.368795856711263	0.351963746223564	0	0.572741194486984	0.129441624365482	0	0.338688085676038	0.47001620745543	GLRX3_HUMAN	Glutaredoxin-3 (PKC-interacting cousin of thioredoxin) (PICOT) (PKC-theta-interacting protein) (PKCq-interacting protein) (Thioredoxin-like protein 2)	GLRX3 PICOT TXNL2 HUSSY-22
O76021	0.997399088286481	NA	NA	0.996654042501226	NA	NA	0.00267657928380164	NA	NA	0.00364119083096819	NA	NA	0.4236588598791	NA	NA	0.5763411401209	NA	NA	0.598165878157281	NA	NA	0.702606988194534	NA	NA	182.052921774135	NA	NA	199.428983830834	NA	NA	0.866637893828155	NA	NA	0.941087613292972	NA	NA	0.985541648683618	NA	NA	0.986620630125137	NA	NA	0.964509394572021	NA	NA	0.987297921478072	NA	NA	RL1D1_HUMAN	Ribosomal L1 domain-containing protein 1 (CATX-11) (Cellular senescence-inhibited gene protein) (Protein PBK1)	RSL1D1 CATX11 CSIG PBK1 L12
O76094	0.837072764189606	NA	NA	0.932654208146265	NA	NA	0.000396062874763502	NA	NA	0.000445399606658079	NA	NA	0.470683938390677	NA	NA	0.529316061609323	NA	NA	0.580922967076346	NA	NA	0.650605910814829	NA	NA	83.4771095027715	NA	NA	81.1896301098453	NA	NA	0.854984894259749	NA	NA	0.906776003452665	NA	NA	0.953388001726349	NA	NA	0.951877427708223	NA	NA	0.886221294363253	NA	NA	0.899538106235575	NA	NA	SRP72_HUMAN	Signal recognition particle subunit SRP72 (SRP72) (Signal recognition particle 72 kDa protein)	SRP72
O94903	0.985027236399391	0.953276921211154	0.966881528910424	0.995707772686818	0.961553922033866	0.986689356183133	0.000877125316819969	0.00281090118067245	0.00181894647235177	0.00114643412773089	0.00228000534094641	0.0021799726275017	0.0789251260177777	0.252929342767595	0.163671686128542	0.103157959606373	0.205158493780355	0.196157391699357	0.358019644049639	0.467516875232928	0.410521376593685	0.37792836474423	0.437320019468312	0.438904113283868	2.3094010767585	2.85773803324704	2.67706306736817	2.48327740429189	2.85773803324704	2.61406452355969	0.366206301251607	0.760466119982678	0.531290461804026	0.42576607682346	0.64069917997406	0.649546827794517	0.5451014242555	0.643072939145443	0.615666810530856	0.583081570996976	0.643072939145443	0.605308588692271	0.418580375782881	0.803981623277183	0.619289340101522	0.496535796766744	0.6760374832664	0.773095623987035	PLPHP_HUMAN	Pyridoxal phosphate homeostasis protein (PLP homeostasis protein) (Proline synthase co-transcribed bacterial homolog protein) (Pyridoxal phosphate-binding protein)	PLPBP PROSC
O94906	0.974982925883918	NA	NA	5.58110672701622e-11	NA	NA	0.000175558087533907	NA	NA	8.60291875094816e-06	NA	NA	0.953285883236099	NA	NA	0.0467141167639007	NA	NA	0.954299534266345	NA	NA	0.0320230454734367	NA	NA	71.0941694246487	NA	NA	2.38174429054057	NA	NA	0.990504963314545	NA	NA	0.0323694432455761	NA	NA	0.945187742770804	NA	NA	0.56927060854553	NA	NA	0.866388308977032	NA	NA	0.484988452655889	NA	NA	PRP6_HUMAN	Pre-mRNA-processing factor 6 (Androgen receptor N-terminal domain-transactivating protein 1) (ANT-1) (PRP6 homolog) (U5 snRNP-associated 102 kDa protein) (U5-102 kDa protein)	PRPF6 C20orf14
O95049	0.742315234602008	0.753848740941601	0.381937535001334	0.378539067037609	0.348308628036973	0.706432397142463	6.50234248814346e-05	9.68071480812705e-05	4.92561978472152e-05	4.47110388071085e-05	4.17741550057608e-05	0.000113081942828751	0.158341181470695	0.23573901605379	0.11994576686946	0.108877665586038	0.101725940622373	0.275370429397644	0.337571370181346	0.394186981908349	0.200063503887584	0.191427653366789	0.177198059538254	0.406725444515122	1.4142135623731	1.22474487139159	1.4142135623731	1.58113883008419	1.22474487139159	1.3228756555323	0.317867932671552	0.486189037548528	0.151704790677601	0.144367716875271	0.134872680189902	0.522442813983569	0.189469141130773	0.0943029779887786	0.189469141130773	0.302762192490289	0.0943029779887786	0.164220975399223	0.136743215031315	0.111791730474732	0.154822335025381	0.301385681293303	0.0776439089692102	0.230145867098865	ZO3_HUMAN	Tight junction protein ZO-3 (Tight junction protein 3) (Zona occludens protein 3) (Zonula occludens protein 3)	TJP3 ZO3
O95104	NA	NA	NA	NA	0.38511887991135	NA	NA	NA	NA	NA	5.06509077688837e-05	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.804331029898459	NA	NA	NA	NA	NA	16.2648360649772	NA	NA	NA	NA	NA	0.964825205006391	NA	NA	NA	NA	NA	0.89577039274923	NA	NA	NA	NA	NA	0.995983935742976	NA	SCAF4_HUMAN	SR-related and CTD-associated factor 4 (CTD-binding SR-like protein RA4) (Splicing factor, arginine/serine-rich 15)	SCAF4 KIAA1172 SFRS15
O95218	NA	NA	0.567690354404051	NA	0.859740902554975	NA	NA	NA	0.000222978953054711	NA	0.000377058726044569	NA	NA	NA	0.371608251984152	NA	0.628391748015848	NA	NA	NA	0.429892006816498	NA	0.696026935117638	NA	NA	NA	9.8824329526785	NA	28.7877736329967	NA	NA	NA	0.607466551575273	NA	0.938929650409933	NA	NA	NA	0.872680189900721	NA	0.911739318083713	NA	NA	NA	0.921319796954317	NA	0.998661311914328	NA	ZRAB2_HUMAN	Zinc finger Ran-binding domain-containing protein 2 (Zinc finger protein 265) (Zinc finger, splicing)	ZRANB2 ZIS ZNF265
O95229	0.58254241141972	5.58110672701622e-11	NA	0.980000952655899	NA	0.378765533126636	0.000133906673974853	0.000118310322546593	NA	0.000304253953746399	NA	0.00026145377735299	0.163715155506251	0.144646956561311	NA	0.371982828580581	NA	0.319655059351858	0.291960984530193	0.0991576403390858	NA	0.557359456096763	NA	0.335988827936366	2.37170824512628	1.73205080756888	NA	4.35710626448334	NA	2.37170824512628	0.244928787224862	0.0774708675010794	NA	0.844626672421166	NA	0.314199395770387	0.559775571860161	0.351963746223564	NA	0.775356063875695	NA	0.559775571860161	0.42901878914405	0.460949464012251	NA	0.640877598152427	NA	0.717990275526743	ZWINT_HUMAN	ZW10 interactor (ZW10-interacting protein 1) (Zwint-1)	ZWINT
O95232	0.988229914606107	0.993979550909187	0.998140831073253	0.99617806312145	0.995914364813338	0.995863978228589	0.00238556367786204	0.00539656442270395	0.0047726684283606	0.00230816321944697	0.00506620409526917	0.00512337486134145	0.095222432582748	0.215409882657134	0.190506378797095	0.0921329070330011	0.202223182046666	0.204505216883355	0.370188723272742	0.454370303026263	0.43857886344406	0.370522603567842	0.445925667077077	0.447474819742749	4.79583152331272	5.03322295684717	5.46198986939131	4.43471156521669	5.55277708298589	5.01663898109747	0.399438929650394	0.720328010358168	0.647604661199782	0.400949503668521	0.681700474751785	0.687742770824292	0.798662063012509	0.807293914544662	0.822831247302538	0.780103582218379	0.826715580492007	0.806430729391447	0.620041753653443	0.94946401225115	0.874365482233503	0.65011547344111	0.919678714859441	0.956239870340359	LC7L3_HUMAN	Luc7-like protein 3 (Cisplatin resistance-associated-overexpressed protein) (Luc7A) (Okadaic acid-inducible phosphoprotein OA48-18) (cAMP regulatory element-associated protein 1) (CRE-associated protein 1) (CREAP-1)	LUC7L3 CREAP1 CROP O48
O95295	0.9766601698442	NA	NA	0.385938830463932	NA	NA	0.00258585399147479	NA	NA	0.000132016229434983	NA	NA	0.951426588208913	NA	NA	0.0485734117910869	NA	NA	0.953556814374912	NA	NA	0.152372053696672	NA	NA	110.393608721896	NA	NA	4.3825624894827	NA	NA	0.990073370737938	NA	NA	0.116961588260683	NA	NA	0.96978851963744	NA	NA	0.777298230470429	NA	NA	0.927974947807929	NA	NA	0.645496535796768	NA	NA	SNAPN_HUMAN	SNARE-associated protein Snapin (Biogenesis of lysosome-related organelles complex 1 subunit 7) (BLOC-1 subunit 7) (Synaptosomal-associated protein 25-binding protein) (SNAP-associated protein)	SNAPIN BLOC1S7 SNAP25BP SNAPAP
O95336	0.862037838582255	0.989136733100026	0.941908404572067	0.967126572682422	0.962902264094473	0.996099147342011	0.000346695715722722	0.00137826153247495	0.00143995700845366	0.000558281588393542	0.00118749722762126	0.0018137834165526	0.0515572797791136	0.204961908140314	0.214136670826692	0.0830223124861285	0.176593260386166	0.269728568381585	0.301309631505629	0.445690008351352	0.437408411424796	0.355303514260341	0.418147758951865	0.492238910989854	1.54919333848297	1.95789002074512	2.27303028283098	1.68325082306035	2	2.3094010767585	0.258308157099699	0.680405697021962	0.641778161415579	0.357142857142847	0.559128182995218	0.798014674147542	0.289167026327147	0.430945187742769	0.536901165299954	0.337936987483814	0.440871817004746	0.5451014242555	0.220250521920668	0.563552833078101	0.511421319796953	0.324480369515012	0.43908969210174	0.700162074554296	6PGL_HUMAN	6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)	PGLS
O95372	5.58110672701622e-11	5.58110672701622e-11	5.58110672701622e-11	5.58110672701622e-11	0.756436028452622	0.74853042720464	6.08338612255669e-05	5.81194481718563e-05	9.95643189798043e-05	3.69509450235398e-05	0.000294335086946629	0.000316539833520612	0.070219100917996	0.0670859175179667	0.1149247610036	0.0426516102274435	0.339744095765637	0.365374514567357	0.0481362584573277	0.0459884137268718	0.0787826663361381	0.0292383255718665	0.466282937183907	0.481413862763924	1.4142135623731	1	1.4142135623731	1	1.11803398874989	1.11803398874989	0.0459646094087183	0.0444540353905913	0.0686232196806218	0.0295640914976262	0.757660768234728	0.78549848942592	0.189469141130773	0	0.189469141130773	0	0.0606387570133794	0.0606387570133794	0.136743215031315	0	0.154822335025381	0	0.0522088353413655	0.0891410048622366	LYPA2_HUMAN	Acyl-protein thioesterase 2 (APT-2) (EC 3.1.2.-) (Lysophospholipase II) (LPL-II) (LysoPLA II)	LYPLA2 APT2
O95470	0.386804224540436	NA	NA	NA	NA	NA	5.01426651069926e-05	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.804851006247745	NA	NA	NA	NA	NA	13.2801830364039	NA	NA	NA	NA	NA	0.967630556754341	NA	NA	NA	NA	NA	0.883470004315912	NA	NA	NA	NA	NA	0.732776617954069	NA	NA	NA	NA	NA	SGPL1_HUMAN	Sphingosine-1-phosphate lyase 1 (S1PL) (SP-lyase 1) (SPL 1) (hSPL) (EC 4.1.2.27) (Sphingosine-1-phosphate aldolase)	SGPL1 KIAA1252
O95478	0.871442085360121	NA	NA	0.752531114573377	NA	NA	0.000228484503653807	NA	NA	0.000233210676138606	NA	NA	0.494881717752692	NA	NA	0.505118282247308	NA	NA	0.608113754700448	NA	NA	0.578443448378306	NA	NA	24.5607694011997	NA	NA	14.8299734403778	NA	NA	0.873327578765573	NA	NA	0.853042727665015	NA	NA	0.905265429434598	NA	NA	0.891022874406546	NA	NA	0.774530271398745	NA	NA	0.765588914549659	NA	NA	NSA2_HUMAN	Ribosome biogenesis protein NSA2 homolog (Hairy cell leukemia protein 1) (TGF-beta-inducible nuclear protein 1)	NSA2 TINP1 HUSSY-29
