id	ms_uniprot_ac	BAIT	ms_unique_pep	ms_spectral_counts	names	lengths	uniprot_id	Mass
FU000397	Q9UNX4	MARV_VP35		2	sp|Q9UNX4|WDR3_HUMAN	943	WDR3_HUMAN	103730
FU000397	Q9UPY3	MARV_VP35		4	sp|Q9UPY3|DICER_HUMAN	1922	DICER_HUMAN	211420
FU000397	Q9UQ35	MARV_VP35		8	sp|Q9UQ35|SRRM2_HUMAN	2752	SRRM2_HUMAN	302720
FU000397	Q9UQ80	MARV_VP35		1	sp|Q9UQ80|PA2G4_HUMAN	394	PA2G4_HUMAN	43340
FU000397	Q9Y221	MARV_VP35		2	sp|Q9Y221|NIP7_HUMAN	180	NIP7_HUMAN	19800
FU000397	Q9Y237	MARV_VP35		4	sp|Q9Y237|PIN4_HUMAN	131	PIN4_HUMAN	14410
FU000397	Q9Y2B0	MARV_VP35		1	sp|Q9Y2B0|CNPY2_HUMAN	182	CNPY2_HUMAN	20020
FU000397	Q9Y2R4	MARV_VP35		9	sp|Q9Y2R4|DDX52_HUMAN	599	DDX52_HUMAN	65890
FU000397	Q9Y2R5	MARV_VP35		2	sp|Q9Y2R5|RT17_HUMAN	130	RT17_HUMAN	14300
FU000397	Q9Y2V2	MARV_VP35		3	sp|Q9Y2V2|CHSP1_HUMAN	147	CHSP1_HUMAN	16170
FU000397	Q9Y2W1	MARV_VP35		6	sp|Q9Y2W1|TR150_HUMAN	955	TR150_HUMAN	105050
FU000397	Q9Y2X3	MARV_VP35		13	sp|Q9Y2X3|NOP58_HUMAN	529	NOP58_HUMAN	58190
FU000397	Q9Y314	MARV_VP35		1	sp|Q9Y314|NOSIP_HUMAN	301	NOSIP_HUMAN	33110
FU000397	Q9Y366	MARV_VP35		2	sp|Q9Y366|IFT52_HUMAN	437	IFT52_HUMAN	48070
FU000397	Q9Y383	MARV_VP35		41	sp|Q9Y383|LC7L2_HUMAN	392	LC7L2_HUMAN	43120
FU000397	Q9Y388	MARV_VP35		5	sp|Q9Y388|RBMX2_HUMAN	322	RBMX2_HUMAN	35420
FU000397	Q9Y3A4	MARV_VP35		2	sp|Q9Y3A4|RRP7A_HUMAN	280	RRP7A_HUMAN	30800
FU000397	Q9Y3B4	MARV_VP35		4	sp|Q9Y3B4|SF3B6_HUMAN	125	SF3B6_HUMAN	13750
FU000397	Q9Y3B9	MARV_VP35		9	sp|Q9Y3B9|RRP15_HUMAN	282	RRP15_HUMAN	31020
FU000397	Q9Y3C1	MARV_VP35		2	sp|Q9Y3C1|NOP16_HUMAN	178	NOP16_HUMAN	19580
FU000397	Q9Y3C6	MARV_VP35		3	sp|Q9Y3C6|PPIL1_HUMAN	166	PPIL1_HUMAN	18260
FU000397	Q9Y3D2	MARV_VP35		4	sp|Q9Y3D2|MSRB2_HUMAN	182	MSRB2_HUMAN	20020
FU000397	Q9Y3E1	MARV_VP35		1	sp|Q9Y3E1|HDGR3_HUMAN	203	HDGR3_HUMAN	22330
FU000397	Q9Y3E2	MARV_VP35		2	sp|Q9Y3E2|BOLA1_HUMAN	137	BOLA1_HUMAN	15070
FU000397	Q9Y3I0	MARV_VP35		1	sp|Q9Y3I0|RTCB_HUMAN	505	RTCB_HUMAN	55550
FU000397	Q9Y3T9	MARV_VP35		12	sp|Q9Y3T9|NOC2L_HUMAN	749	NOC2L_HUMAN	82390
FU000397	Q9Y3U8	MARV_VP35		7	sp|Q9Y3U8|RL36_HUMAN	105	RL36_HUMAN	11550
FU000397	Q9Y3Y2	MARV_VP35		6	sp|Q9Y3Y2|CHTOP_HUMAN	248	CHTOP_HUMAN	27280
FU000397	Q9Y421	MARV_VP35		2	sp|Q9Y421|FA32A_HUMAN	112	FA32A_HUMAN	12320
FU000397	Q9Y4C8	MARV_VP35		2	sp|Q9Y4C8|RBM19_HUMAN	960	RBM19_HUMAN	105600
FU000397	Q9Y4P3	MARV_VP35		17	sp|Q9Y4P3|TBL2_HUMAN	447	TBL2_HUMAN	49170
FU000397	Q9Y4X0	MARV_VP35		3	sp|Q9Y4X0|AMMR1_HUMAN	333	AMMR1_HUMAN	36630
FU000397	Q9Y508	MARV_VP35		1	sp|Q9Y508|RN114_HUMAN	228	RN114_HUMAN	25080
FU000397	Q9Y5A9	MARV_VP35		2	sp|Q9Y5A9|YTHD2_HUMAN	579	YTHD2_HUMAN	63690
FU000397	Q9Y5B9	MARV_VP35		2	sp|Q9Y5B9|SP16H_HUMAN	1047	SP16H_HUMAN	115170
FU000397	Q9Y5J1	MARV_VP35		2	sp|Q9Y5J1|UTP18_HUMAN	556	UTP18_HUMAN	61160
FU000397	Q9Y5L4	MARV_VP35		4	sp|Q9Y5L4|TIM13_HUMAN	95	TIM13_HUMAN	10450
FU000397	Q9Y5S9	MARV_VP35		1	sp|Q9Y5S9|RBM8A_HUMAN	174	RBM8A_HUMAN	19140
FU000397	Q9Y5V0	MARV_VP35		2	sp|Q9Y5V0|ZN706_HUMAN	76	ZN706_HUMAN	8360
FU000397	Q9Y676	MARV_VP35		2	sp|Q9Y676|RT18B_HUMAN	258	RT18B_HUMAN	28380
FU000397	Q9Y6M1	MARV_VP35		1	sp|Q9Y6M1|IF2B2_HUMAN	599	IF2B2_HUMAN	65890
FU000399	A0A0U1RRE5	MARV_VP35		4	sp|A0A0U1RRE5|NBDY_HUMAN	68	NBDY_HUMAN	7480
FU000399	A1KXE4	MARV_VP35		2	sp|A1KXE4|F168B_HUMAN	195	F168B_HUMAN	21450
FU000399	A6NDG6	MARV_VP35		7	sp|A6NDG6|PGP_HUMAN	321	PGP_HUMAN	35310
FU000399	A8K7I4	MARV_VP35		2	sp|A8K7I4|CLCA1_HUMAN	914	CLCA1_HUMAN	100540
FU000399	E9PAV3	MARV_VP35		7	sp|E9PAV3|NACAM_HUMAN	2078	NACAM_HUMAN	228580
FU000399	O00170	MARV_VP35		5	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
FU000399	O00244	MARV_VP35		9	sp|O00244|ATOX1_HUMAN	68	ATOX1_HUMAN	7480
FU000399	O00411	MARV_VP35		1	sp|O00411|RPOM_HUMAN	1230	RPOM_HUMAN	135300
FU000399	O00425	MARV_VP35		5	sp|O00425|IF2B3_HUMAN	579	IF2B3_HUMAN	63690
FU000399	O00483	MARV_VP35		1	sp|O00483|NDUA4_HUMAN	81	NDUA4_HUMAN	8910
FU000399	O00567	MARV_VP35		31	sp|O00567|NOP56_HUMAN	594	NOP56_HUMAN	65340
FU000399	O00571	MARV_VP35		4	sp|O00571|DDX3X_HUMAN	662	DDX3X_HUMAN	72820
FU000399	O00763	MARV_VP35		2	sp|O00763|ACACB_HUMAN	2458	ACACB_HUMAN	270380
FU000399	O14757	MARV_VP35		1	sp|O14757|CHK1_HUMAN	476	CHK1_HUMAN	52360
FU000399	O14933	MARV_VP35		1	sp|O14933|UB2L6_HUMAN	153	UB2L6_HUMAN	16830
FU000399	O15042	MARV_VP35		54	sp|O15042|SR140_HUMAN	1029	SR140_HUMAN	113190
FU000399	O15160	MARV_VP35		6	sp|O15160|RPAC1_HUMAN	346	RPAC1_HUMAN	38060
FU000399	O15235	MARV_VP35		11	sp|O15235|RT12_HUMAN	138	RT12_HUMAN	15180
FU000399	O15381	MARV_VP35		1	sp|O15381|NVL_HUMAN	856	NVL_HUMAN	94160
FU000399	O15446	MARV_VP35		2	sp|O15446|RPA34_HUMAN	510	RPA34_HUMAN	56100
FU000399	O43143	MARV_VP35		16	sp|O43143|DHX15_HUMAN	795	DHX15_HUMAN	87450
FU000399	O43159	MARV_VP35		5	sp|O43159|RRP8_HUMAN	456	RRP8_HUMAN	50160
FU000399	O43175	MARV_VP35		1	sp|O43175|SERA_HUMAN	533	SERA_HUMAN	58630
FU000399	O43290	MARV_VP35		2	sp|O43290|SNUT1_HUMAN	800	SNUT1_HUMAN	88000
FU000399	O43390	MARV_VP35		10	sp|O43390|HNRPR_HUMAN	633	HNRPR_HUMAN	69630
FU000399	O43396	MARV_VP35		1	sp|O43396|TXNL1_HUMAN	289	TXNL1_HUMAN	31790
FU000399	O43447	MARV_VP35		1	sp|O43447|PPIH_HUMAN	177	PPIH_HUMAN	19470
FU000399	O43482	MARV_VP35		4	sp|O43482|MS18B_HUMAN	229	MS18B_HUMAN	25190
FU000399	O43660	MARV_VP35		6	sp|O43660|PLRG1_HUMAN	514	PLRG1_HUMAN	56540
FU000399	O43677	MARV_VP35		3	sp|O43677|NDUC1_HUMAN	76	NDUC1_HUMAN	8360
FU000399	O43684	MARV_VP35		4	sp|O43684|BUB3_HUMAN	328	BUB3_HUMAN	36080
FU000399	O43734	MARV_VP35		5	sp|O43734|CIKS_HUMAN	574	CIKS_HUMAN	63140
FU000399	O43809	MARV_VP35		2	sp|O43809|CPSF5_HUMAN	227	CPSF5_HUMAN	24970
FU000399	O43837	MARV_VP35		3	sp|O43837|IDH3B_HUMAN	385	IDH3B_HUMAN	42350
FU000399	O60287	MARV_VP35		7	sp|O60287|NPA1P_HUMAN	2271	NPA1P_HUMAN	249810
FU000399	O60506	MARV_VP35		9	sp|O60506|HNRPQ_HUMAN	623	HNRPQ_HUMAN	68530
FU000399	O60547	MARV_VP35		2	sp|O60547|GMDS_HUMAN	372	GMDS_HUMAN	40920
FU000399	O60832	MARV_VP35		16	sp|O60832|DKC1_HUMAN	514	DKC1_HUMAN	56540
FU000399	O60869	MARV_VP35		3	sp|O60869|EDF1_HUMAN	148	EDF1_HUMAN	16280
FU000399	O75340	MARV_VP35		4	sp|O75340|PDCD6_HUMAN	191	PDCD6_HUMAN	21010
FU000399	O75380	MARV_VP35		2	sp|O75380|NDUS6_HUMAN	124	NDUS6_HUMAN	13640
FU000399	O75400	MARV_VP35		6	sp|O75400|PR40A_HUMAN	957	PR40A_HUMAN	105270
FU000399	O75533	MARV_VP35		17	sp|O75533|SF3B1_HUMAN	1304	SF3B1_HUMAN	143440
FU000399	O75569	MARV_VP35		12	sp|O75569|PRKRA_HUMAN	313	PRKRA_HUMAN	34430
FU000399	O75683	MARV_VP35		7	sp|O75683|SURF6_HUMAN	361	SURF6_HUMAN	39710
FU000399	O75694	MARV_VP35		5	sp|O75694|NU155_HUMAN	1391	NU155_HUMAN	153010
FU000399	O75934	MARV_VP35		6	sp|O75934|SPF27_HUMAN	225	SPF27_HUMAN	24750
FU000399	O75937	MARV_VP35		2	sp|O75937|DNJC8_HUMAN	253	DNJC8_HUMAN	27830
FU000399	O75940	MARV_VP35		9	sp|O75940|SPF30_HUMAN	238	SPF30_HUMAN	26180
FU000399	O76021	MARV_VP35		38	sp|O76021|RL1D1_HUMAN	490	RL1D1_HUMAN	53900
FU000399	O76094	MARV_VP35		8	sp|O76094|SRP72_HUMAN	671	SRP72_HUMAN	73810
FU000399	O94903	MARV_VP35		7	sp|O94903|PLPHP_HUMAN	275	PLPHP_HUMAN	30250
FU000399	O94906	MARV_VP35		1	sp|O94906|PRP6_HUMAN	941	PRP6_HUMAN	103510
FU000399	O95229	MARV_VP35		2	sp|O95229|ZWINT_HUMAN	277	ZWINT_HUMAN	30470
FU000399	O95232	MARV_VP35		22	sp|O95232|LC7L3_HUMAN	432	LC7L3_HUMAN	47520
FU000399	O95336	MARV_VP35		5	sp|O95336|6PGL_HUMAN	258	6PGL_HUMAN	28380
FU000399	O95478	MARV_VP35		2	sp|O95478|NSA2_HUMAN	260	NSA2_HUMAN	28600
FU000399	O95707	MARV_VP35		2	sp|O95707|RPP29_HUMAN	220	RPP29_HUMAN	24200
FU000399	O95793	MARV_VP35		14	sp|O95793|STAU1_HUMAN	577	STAU1_HUMAN	63470
FU000399	O95881	MARV_VP35		10	sp|O95881|TXD12_HUMAN	172	TXD12_HUMAN	18920
FU000399	P00338	MARV_VP35		1	sp|P00338|LDHA_HUMAN	332	LDHA_HUMAN	36520
FU000399	P00492	MARV_VP35		7	sp|P00492|HPRT_HUMAN	218	HPRT_HUMAN	23980
FU000399	P00558	MARV_VP35		3	sp|P00558|PGK1_HUMAN	417	PGK1_HUMAN	45870
FU000399	P04080	MARV_VP35		10	sp|P04080|CYTB_HUMAN	98	CYTB_HUMAN	10780
FU000399	P04406	MARV_VP35		10	sp|P04406|G3P_HUMAN	335	G3P_HUMAN	36850
FU000399	P05114	MARV_VP35		2	sp|P05114|HMGN1_HUMAN	100	HMGN1_HUMAN	11000
FU000399	P05141	MARV_VP35		13	sp|P05141|ADT2_HUMAN	298	ADT2_HUMAN	32780
FU000399	P05165	MARV_VP35		59	sp|P05165|PCCA_HUMAN	728	PCCA_HUMAN	80080
FU000399	P05166	MARV_VP35		26	sp|P05166|PCCB_HUMAN	539	PCCB_HUMAN	59290
FU000399	P05204	MARV_VP35		12	sp|P05204|HMGN2_HUMAN	90	HMGN2_HUMAN	9900
FU000399	P05386	MARV_VP35		8	sp|P05386|RLA1_HUMAN	114	RLA1_HUMAN	12540
FU000399	P05387	MARV_VP35		40	sp|P05387|RLA2_HUMAN	115	RLA2_HUMAN	12650
FU000399	P05388	MARV_VP35		14	sp|P05388|RLA0_HUMAN	317	RLA0_HUMAN	34870
FU000399	P05455	MARV_VP35		11	sp|P05455|LA_HUMAN	408	LA_HUMAN	44880
FU000399	P06733	MARV_VP35		15	sp|P06733|ENOA_HUMAN	434	ENOA_HUMAN	47740
FU000399	P06748	MARV_VP35		13	sp|P06748|NPM_HUMAN	294	NPM_HUMAN	32340
FU000399	P07195	MARV_VP35		1	sp|P07195|LDHB_HUMAN	334	LDHB_HUMAN	36740
FU000399	P07305	MARV_VP35		3	sp|P07305|H10_HUMAN	194	H10_HUMAN	21340
FU000399	P07355	MARV_VP35		1	sp|P07355|ANXA2_HUMAN	339	ANXA2_HUMAN	37290
FU000399	P07437	MARV_VP35		5	sp|P07437|TBB5_HUMAN	444	TBB5_HUMAN	48840
FU000399	P07910	MARV_VP35		10	sp|P07910|HNRPC_HUMAN	306	HNRPC_HUMAN	33660
FU000399	P08238	MARV_VP35		1	sp|P08238|HS90B_HUMAN	724	HS90B_HUMAN	79640
FU000399	P08579	MARV_VP35		4	sp|P08579|RU2B_HUMAN	225	RU2B_HUMAN	24750
FU000399	P08708	MARV_VP35		11	sp|P08708|RS17_HUMAN	135	RS17_HUMAN	14850
FU000399	P08865	MARV_VP35		8	sp|P08865|RSSA_HUMAN	295	RSSA_HUMAN	32450
FU000399	P09429	MARV_VP35		4	sp|P09429|HMGB1_HUMAN	215	HMGB1_HUMAN	23650
FU000399	P09651	MARV_VP35		4	sp|P09651|ROA1_HUMAN	372	ROA1_HUMAN	40920
FU000399	P09661	MARV_VP35		2	sp|P09661|RU2A_HUMAN	255	RU2A_HUMAN	28050
FU000399	P09874	MARV_VP35		36	sp|P09874|PARP1_HUMAN	1014	PARP1_HUMAN	111540
FU000399	P0DPB5	MARV_VP35		2	sp|P0DPB5|RPC22_HUMAN	122	RPC22_HUMAN	13420
FU000399	P0DPB6	MARV_VP35		2	sp|P0DPB6|RPAC2_HUMAN	133	RPAC2_HUMAN	14630
FU000399	P10412	MARV_VP35		1	sp|P10412|H14_HUMAN	219	H14_HUMAN	24090
FU000399	P10599	MARV_VP35		22	sp|P10599|THIO_HUMAN	105	THIO_HUMAN	11550
FU000399	P10809	MARV_VP35		17	sp|P10809|CH60_HUMAN	573	CH60_HUMAN	63030
FU000399	P11021	MARV_VP35		25	sp|P11021|BIP_HUMAN	654	BIP_HUMAN	71940
FU000399	P11142	MARV_VP35		39	sp|P11142|HSP7C_HUMAN	646	HSP7C_HUMAN	71060
FU000399	P11387	MARV_VP35		16	sp|P11387|TOP1_HUMAN	765	TOP1_HUMAN	84150
FU000399	P11498	MARV_VP35		162	sp|P11498|PYC_HUMAN	1178	PYC_HUMAN	129580
FU000399	P11586	MARV_VP35		2	sp|P11586|C1TC_HUMAN	935	C1TC_HUMAN	102850
FU000399	P11940	MARV_VP35		8	sp|P11940|PABP1_HUMAN	636	PABP1_HUMAN	69960
FU000399	P12277	MARV_VP35		1	sp|P12277|KCRB_HUMAN	381	KCRB_HUMAN	41910
FU000399	P12956	MARV_VP35		3	sp|P12956|XRCC6_HUMAN	609	XRCC6_HUMAN	66990
FU000399	P13010	MARV_VP35		1	sp|P13010|XRCC5_HUMAN	732	XRCC5_HUMAN	80520
FU000399	P13639	MARV_VP35		12	sp|P13639|EF2_HUMAN	858	EF2_HUMAN	94380
FU000399	P13797	MARV_VP35		2	sp|P13797|PLST_HUMAN	630	PLST_HUMAN	69300
FU000399	P14174	MARV_VP35		2	sp|P14174|MIF_HUMAN	115	MIF_HUMAN	12650
FU000399	P14618	MARV_VP35		1	sp|P14618|KPYM_HUMAN	531	KPYM_HUMAN	58410
FU000399	P14866	MARV_VP35		24	sp|P14866|HNRPL_HUMAN	589	HNRPL_HUMAN	64790
FU000399	P15880	MARV_VP35		33	sp|P15880|RS2_HUMAN	293	RS2_HUMAN	32230
FU000399	P16152	MARV_VP35		11	sp|P16152|CBR1_HUMAN	277	CBR1_HUMAN	30470
FU000399	P16402	MARV_VP35		2	sp|P16402|H13_HUMAN	221	H13_HUMAN	24310
FU000399	P16403	MARV_VP35		6	sp|P16403|H12_HUMAN	213	H12_HUMAN	23430
FU000399	P16989	MARV_VP35		5	sp|P16989|YBOX3_HUMAN	372	YBOX3_HUMAN	40920
FU000399	P17096	MARV_VP35		3	sp|P17096|HMGA1_HUMAN	107	HMGA1_HUMAN	11770
FU000399	P17480	MARV_VP35		3	sp|P17480|UBF1_HUMAN	764	UBF1_HUMAN	84040
FU000399	P17812	MARV_VP35		7	sp|P17812|PYRG1_HUMAN	591	PYRG1_HUMAN	65010
FU000399	P17844	MARV_VP35		14	sp|P17844|DDX5_HUMAN	614	DDX5_HUMAN	67540
FU000399	P18077	MARV_VP35		10	sp|P18077|RL35A_HUMAN	110	RL35A_HUMAN	12100
FU000399	P18124	MARV_VP35		29	sp|P18124|RL7_HUMAN	248	RL7_HUMAN	27280
FU000399	P18583	MARV_VP35		2	sp|P18583|SON_HUMAN	2426	SON_HUMAN	266860
FU000399	P18621	MARV_VP35		29	sp|P18621|RL17_HUMAN	184	RL17_HUMAN	20240
FU000399	P19338	MARV_VP35		56	sp|P19338|NUCL_HUMAN	710	NUCL_HUMAN	78100
FU000399	P19388	MARV_VP35		2	sp|P19388|RPAB1_HUMAN	210	RPAB1_HUMAN	23100
FU000399	P21741	MARV_VP35		1	sp|P21741|MK_HUMAN	143	MK_HUMAN	15730
FU000399	P22061	MARV_VP35		33	sp|P22061|PIMT_HUMAN	227	PIMT_HUMAN	24970
FU000399	P22087	MARV_VP35		16	sp|P22087|FBRL_HUMAN	321	FBRL_HUMAN	35310
FU000399	P22102	MARV_VP35		5	sp|P22102|PUR2_HUMAN	1010	PUR2_HUMAN	111100
FU000399	P22314	MARV_VP35		1	sp|P22314|UBA1_HUMAN	1058	UBA1_HUMAN	116380
FU000399	P22626	MARV_VP35		5	sp|P22626|ROA2_HUMAN	353	ROA2_HUMAN	38830
FU000399	P23246	MARV_VP35		4	sp|P23246|SFPQ_HUMAN	707	SFPQ_HUMAN	77770
FU000399	P23284	MARV_VP35		23	sp|P23284|PPIB_HUMAN	216	PPIB_HUMAN	23760
FU000399	P23396	MARV_VP35		27	sp|P23396|RS3_HUMAN	243	RS3_HUMAN	26730
FU000399	P23528	MARV_VP35		8	sp|P23528|COF1_HUMAN	166	COF1_HUMAN	18260
FU000399	P25205	MARV_VP35		1	sp|P25205|MCM3_HUMAN	808	MCM3_HUMAN	88880
FU000399	P25398	MARV_VP35		18	sp|P25398|RS12_HUMAN	132	RS12_HUMAN	14520
FU000399	P25705	MARV_VP35		1	sp|P25705|ATPA_HUMAN	553	ATPA_HUMAN	60830
FU000399	P25786	MARV_VP35		1	sp|P25786|PSA1_HUMAN	263	PSA1_HUMAN	28930
FU000399	P26196	MARV_VP35		5	sp|P26196|DDX6_HUMAN	483	DDX6_HUMAN	53130
FU000399	P26368	MARV_VP35		9	sp|P26368|U2AF2_HUMAN	475	U2AF2_HUMAN	52250
FU000399	P26373	MARV_VP35		29	sp|P26373|RL13_HUMAN	211	RL13_HUMAN	23210
FU000399	P26583	MARV_VP35		10	sp|P26583|HMGB2_HUMAN	209	HMGB2_HUMAN	22990
FU000399	P26599	MARV_VP35		4	sp|P26599|PTBP1_HUMAN	531	PTBP1_HUMAN	58410
FU000399	P26885	MARV_VP35		1	sp|P26885|FKBP2_HUMAN	142	FKBP2_HUMAN	15620
FU000399	P27361	MARV_VP35		2	sp|P27361|MK03_HUMAN	379	MK03_HUMAN	41690
FU000399	P27635	MARV_VP35		19	sp|P27635|RL10_HUMAN	214	RL10_HUMAN	23540
FU000399	P27695	MARV_VP35		1	sp|P27695|APEX1_HUMAN	318	APEX1_HUMAN	34980
FU000399	P27816	MARV_VP35		5	sp|P27816|MAP4_HUMAN	1152	MAP4_HUMAN	126720
FU000399	P29372	MARV_VP35		17	sp|P29372|3MG_HUMAN	298	3MG_HUMAN	32780
FU000399	P30048	MARV_VP35		1	sp|P30048|PRDX3_HUMAN	256	PRDX3_HUMAN	28160
FU000399	P30050	MARV_VP35		21	sp|P30050|RL12_HUMAN	165	RL12_HUMAN	18150
FU000399	P30086	MARV_VP35		1	sp|P30086|PEBP1_HUMAN	187	PEBP1_HUMAN	20570
FU000399	P30101	MARV_VP35		7	sp|P30101|PDIA3_HUMAN	505	PDIA3_HUMAN	55550
FU000399	P30153	MARV_VP35		2	sp|P30153|2AAA_HUMAN	589	2AAA_HUMAN	64790
FU000399	P31689	MARV_VP35		1	sp|P31689|DNJA1_HUMAN	397	DNJA1_HUMAN	43670
FU000399	P31943	MARV_VP35		9	sp|P31943|HNRH1_HUMAN	449	HNRH1_HUMAN	49390
FU000399	P32121	MARV_VP35		12	sp|P32121|ARRB2_HUMAN	409	ARRB2_HUMAN	44990
FU000399	P32969	MARV_VP35		17	sp|P32969|RL9_HUMAN	192	RL9_HUMAN	21120
FU000399	P33316	MARV_VP35		8	sp|P33316|DUT_HUMAN	252	DUT_HUMAN	27720
FU000399	P33992	MARV_VP35		3	sp|P33992|MCM5_HUMAN	734	MCM5_HUMAN	80740
FU000399	P35030	MARV_VP35		2	sp|P35030|TRY3_HUMAN	304	TRY3_HUMAN	33440
FU000399	P35080	MARV_VP35		2	sp|P35080|PROF2_HUMAN	140	PROF2_HUMAN	15400
FU000399	P35232	MARV_VP35		2	sp|P35232|PHB_HUMAN	272	PHB_HUMAN	29920
FU000399	P35251	MARV_VP35		6	sp|P35251|RFC1_HUMAN	1148	RFC1_HUMAN	126280
FU000399	P35268	MARV_VP35		7	sp|P35268|RL22_HUMAN	128	RL22_HUMAN	14080
FU000399	P35637	MARV_VP35		4	sp|P35637|FUS_HUMAN	526	FUS_HUMAN	57860
FU000399	P35659	MARV_VP35		16	sp|P35659|DEK_HUMAN	375	DEK_HUMAN	41250
FU000399	P36578	MARV_VP35		55	sp|P36578|RL4_HUMAN	427	RL4_HUMAN	46970
FU000399	P36873	MARV_VP35		1	sp|P36873|PP1G_HUMAN	323	PP1G_HUMAN	35530
FU000399	P36969	MARV_VP35		3	sp|P36969|GPX4_HUMAN	197	GPX4_HUMAN	21670
FU000399	P37108	MARV_VP35		5	sp|P37108|SRP14_HUMAN	136	SRP14_HUMAN	14960
FU000399	P37802	MARV_VP35		1	sp|P37802|TAGL2_HUMAN	199	TAGL2_HUMAN	21890
FU000399	P38159	MARV_VP35		3	sp|P38159|RBMX_HUMAN	391	RBMX_HUMAN	43010
FU000399	P38432	MARV_VP35		1	sp|P38432|COIL_HUMAN	576	COIL_HUMAN	63360
FU000399	P38646	MARV_VP35		29	sp|P38646|GRP75_HUMAN	679	GRP75_HUMAN	74690
FU000399	P38919	MARV_VP35		6	sp|P38919|IF4A3_HUMAN	411	IF4A3_HUMAN	45210
FU000399	P39019	MARV_VP35		11	sp|P39019|RS19_HUMAN	145	RS19_HUMAN	15950
FU000399	P39023	MARV_VP35		55	sp|P39023|RL3_HUMAN	403	RL3_HUMAN	44330
FU000399	P40429	MARV_VP35		7	sp|P40429|RL13A_HUMAN	203	RL13A_HUMAN	22330
FU000399	P40616	MARV_VP35		2	sp|P40616|ARL1_HUMAN	181	ARL1_HUMAN	19910
FU000399	P40926	MARV_VP35		1	sp|P40926|MDHM_HUMAN	338	MDHM_HUMAN	37180
FU000399	P40938	MARV_VP35		3	sp|P40938|RFC3_HUMAN	356	RFC3_HUMAN	39160
FU000399	P41223	MARV_VP35		2	sp|P41223|BUD31_HUMAN	144	BUD31_HUMAN	15840
FU000399	P42285	MARV_VP35		1	sp|P42285|MTREX_HUMAN	1042	MTREX_HUMAN	114620
FU000399	P42677	MARV_VP35		10	sp|P42677|RS27_HUMAN	84	RS27_HUMAN	9240
FU000399	P42696	MARV_VP35		14	sp|P42696|RBM34_HUMAN	430	RBM34_HUMAN	47300
FU000399	P42766	MARV_VP35		8	sp|P42766|RL35_HUMAN	123	RL35_HUMAN	13530
FU000399	P43243	MARV_VP35		12	sp|P43243|MATR3_HUMAN	847	MATR3_HUMAN	93170
FU000399	P45880	MARV_VP35		1	sp|P45880|VDAC2_HUMAN	294	VDAC2_HUMAN	32340
FU000399	P46013	MARV_VP35		14	sp|P46013|KI67_HUMAN	3256	KI67_HUMAN	358160
FU000399	P46087	MARV_VP35		31	sp|P46087|NOP2_HUMAN	812	NOP2_HUMAN	89320
FU000399	P46109	MARV_VP35		23	sp|P46109|CRKL_HUMAN	303	CRKL_HUMAN	33330
FU000399	P46776	MARV_VP35		15	sp|P46776|RL27A_HUMAN	148	RL27A_HUMAN	16280
FU000399	P46777	MARV_VP35		37	sp|P46777|RL5_HUMAN	297	RL5_HUMAN	32670
FU000399	P46778	MARV_VP35		15	sp|P46778|RL21_HUMAN	160	RL21_HUMAN	17600
FU000399	P46779	MARV_VP35		17	sp|P46779|RL28_HUMAN	137	RL28_HUMAN	15070
FU000399	P46781	MARV_VP35		19	sp|P46781|RS9_HUMAN	194	RS9_HUMAN	21340
FU000399	P46782	MARV_VP35		16	sp|P46782|RS5_HUMAN	204	RS5_HUMAN	22440
FU000399	P46783	MARV_VP35		3	sp|P46783|RS10_HUMAN	165	RS10_HUMAN	18150
FU000399	P47756	MARV_VP35		4	sp|P47756|CAPZB_HUMAN	277	CAPZB_HUMAN	30470
FU000399	P47914	MARV_VP35		4	sp|P47914|RL29_HUMAN	159	RL29_HUMAN	17490
FU000399	P48507	MARV_VP35		3	sp|P48507|GSH0_HUMAN	274	GSH0_HUMAN	30140
FU000399	P48730	MARV_VP35		2	sp|P48730|KC1D_HUMAN	415	KC1D_HUMAN	45650
FU000399	P49207	MARV_VP35		7	sp|P49207|RL34_HUMAN	117	RL34_HUMAN	12870
FU000399	P49458	MARV_VP35		2	sp|P49458|SRP09_HUMAN	86	SRP09_HUMAN	9460
FU000399	P49674	MARV_VP35		1	sp|P49674|KC1E_HUMAN	416	KC1E_HUMAN	45760
FU000399	P49756	MARV_VP35		2	sp|P49756|RBM25_HUMAN	843	RBM25_HUMAN	92730
FU000399	P50454	MARV_VP35		2	sp|P50454|SERPH_HUMAN	418	SERPH_HUMAN	45980
FU000399	P50914	MARV_VP35		15	sp|P50914|RL14_HUMAN	215	RL14_HUMAN	23650
FU000399	P50991	MARV_VP35		1	sp|P50991|TCPD_HUMAN	539	TCPD_HUMAN	59290
FU000399	P51114	MARV_VP35		7	sp|P51114|FXR1_HUMAN	621	FXR1_HUMAN	68310
FU000399	P51116	MARV_VP35		6	sp|P51116|FXR2_HUMAN	673	FXR2_HUMAN	74030
FU000399	P51397	MARV_VP35		1	sp|P51397|DAP1_HUMAN	102	DAP1_HUMAN	11220
FU000399	P51571	MARV_VP35		2	sp|P51571|SSRD_HUMAN	173	SSRD_HUMAN	19030
